Name,Age,Nationality,Overall,Potential,Club,Preferred Position,CAM,CB,CDM,CF,CM,LAM,LB,LCB,LCM,LDM,LF,LM,LS,LW,LWB,RAM,RB,RCB,RCM,RDM,RF,RM,RS,RW,RWB,ST
A. Albech,25,Denmark,65,70,Sarpsborg 08 FF,RB,51,65,61,51,53,51,64,65,53,61,51,56,50,53,64,51,64,65,53,61,51,56,50,53,64,50
C. Merville,35,France,65,65,Valenciennes FC,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
M. Rahn,27,Germany,65,66,Sportfreunde Lotte,CB,30,64,51,30,35,30,50,64,35,51,30,30,36,28,45,30,50,64,35,51,30,30,36,28,45,36
Filipe Oliveira,23,Portugal,65,70,CS Marítimo,CM,64,53,59,62,65,64,54,53,65,59,62,62,61,61,57,64,54,53,65,59,62,62,61,61,57,61
K. Naismith,25,Scotland,65,68,Portsmouth,ST,63,54,54,63,60,63,57,54,60,54,63,64,63,64,57,63,57,54,60,54,63,64,63,64,57,63
M. Romeo,21,Antigua & Barbuda,65,76,Millwall,RB,59,62,61,59,59,59,64,62,59,61,59,62,58,61,64,59,64,62,59,61,59,62,58,61,64,58
C. Camps,21,Northern Ireland,65,75,Rochdale,CDM,64,54,59,63,62,64,58,54,62,59,63,63,62,64,59,64,58,54,62,59,63,63,62,64,59,62
Jesús Areso,17,Spain,65,77,Athletic Club de Bilbao,RB,52,63,59,51,53,52,64,63,53,59,51,55,50,54,63,52,64,63,53,59,51,55,50,54,63,50
S. Maguire,23,Republic of Ireland,65,74,Preston North End,ST,61,33,38,63,52,61,40,33,52,38,63,60,64,62,42,61,40,33,52,38,63,60,64,62,42,64
E. Bonifacio,23,Argentina,65,72,Gimnasia y Esgrima La Plata,RB,53,62,57,52,52,53,64,62,52,57,52,56,49,56,63,53,64,62,52,57,52,56,49,56,63,49
Y. Rokutan,30,Japan,65,65,Shimizu S-Pulse,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
G. Hein,20,France,65,77,Tours FC,LM,65,46,53,64,61,65,52,46,61,53,64,64,59,65,54,65,52,46,61,53,64,64,59,65,54,59
L. Castiglia,28,Italy,65,65,Vercelli,CDM,63,61,63,61,64,63,61,61,64,63,61,63,59,61,61,63,61,61,64,63,61,63,59,61,61,59
Kwak Tae Hwi,35,Korea Republic,64,64,FC Seoul,CB,45,63,59,45,50,45,55,63,50,59,45,43,50,41,52,45,55,63,50,59,45,43,50,41,52,50
Rafa Mújica,18,Spain,64,78,FC Barcelona B,LW,59,43,45,62,53,59,46,43,53,45,62,58,63,60,48,59,46,43,53,45,62,58,63,60,48,63
A. Sevinç,18,Turkey,64,78,Trabzonspor,ST,63,38,43,64,55,63,44,38,55,43,64,62,64,64,47,63,44,38,55,43,64,62,64,64,47,64
E. Alaffita,20,Mexico,64,71,Necaxa,RB,57,56,57,57,57,57,63,56,57,57,57,59,54,58,62,57,63,56,57,57,57,59,54,58,62,54
M. Gostomski,28,Poland,64,65,Korona Kielce,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
J. Akinde,27,England,64,64,Barnet,ST,57,49,47,60,52,57,48,49,52,47,60,59,63,59,49,57,48,49,52,47,60,59,63,59,49,63
D. Kobayashi,34,Japan,64,64,New England Revolution,CDM,65,52,57,64,63,65,55,52,63,57,64,64,61,65,57,65,55,52,63,57,64,64,61,65,57,61
S. Bytyqi,22,Kosovo,64,71,Manchester City,LW,63,47,51,62,59,63,49,47,59,51,62,62,60,62,51,63,49,47,59,51,62,62,60,62,51,60
J. Houwen,21,Netherlands,64,73,Vitesse,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
G. Villarruel,24,Argentina,64,70,San Martín de San Juan,RM,62,44,49,63,58,62,51,44,58,49,63,63,60,64,53,62,51,44,58,49,63,63,60,64,53,60
T. Doyle,25,New Zealand,64,66,Wellington Phoenix,LB,55,63,61,54,57,55,63,63,57,61,54,59,51,57,63,55,63,63,57,61,54,59,51,57,63,51
A. Piu,20,Italy,64,75,Empoli,ST,66,36,43,66,59,66,40,36,59,43,66,63,65,64,43,66,40,36,59,43,66,63,65,64,43,65
S. Silva,26,Uruguay,64,65,CD America de Cali,ST,59,31,37,61,52,59,35,31,52,37,61,56,63,58,38,59,35,31,52,37,61,56,63,58,38,63
N. Mohammed,30,Saudi Arabia,64,64,Al Taawoun,LM,59,59,58,61,56,59,63,59,56,58,61,61,61,62,62,59,63,59,56,58,61,61,61,62,62,61
E. Hackman,22,Ghana,64,71,Portimonense SC,LB,44,68,61,45,48,44,63,68,48,61,45,48,47,46,62,44,63,68,48,61,45,48,47,46,62,47
M. Fujita,31,Japan,64,64,Sagan Tosu,RB,59,61,60,58,59,59,63,61,59,60,58,61,54,60,64,59,63,61,59,60,58,61,54,60,64,54
I. Zhigulev,21,Russia,64,73,FC Krasnodar,RM,63,53,58,63,62,63,57,53,62,58,63,63,61,62,58,63,57,53,62,58,63,63,61,62,58,61
D. Trela,27,Poland,64,64,Termalica Bruk-Bet Nieciecza,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
J. Vitale,21,Argentina,64,73,Unión de Santa Fe,CM,56,64,63,54,60,56,60,64,60,63,54,55,55,53,59,56,60,64,60,63,54,55,55,53,59,55
J. Ryerson,19,Norway,64,72,Viking FK,RB,60,64,63,60,61,60,64,64,61,63,60,62,59,61,64,60,64,64,61,63,60,62,59,61,64,59
Bernard Vicidal,29,Brazil,64,64,Atlético Clube Goianiense,RB,49,67,61,50,52,49,63,67,52,61,50,51,52,50,61,49,63,67,52,61,50,51,52,50,61,52
O. Söderberg,26,Sweden,64,66,Kalmar FF,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
P. Malarczyk,25,Poland,64,65,Cracovia,CB,47,63,59,45,50,47,59,63,50,59,45,48,44,47,57,47,59,63,50,59,45,48,44,47,57,44
V. Bergan,22,Norway,64,75,Odds BK,CB,45,63,59,45,49,45,60,63,49,59,45,47,48,45,58,45,60,63,49,59,45,47,48,45,58,48
C. Sinisterra,25,Colombia,64,65,Águilas Doradas,LM,62,35,41,62,54,62,45,35,54,41,62,63,60,64,48,62,45,35,54,41,62,63,60,64,48,60
L. Cardoza,32,Colombia,64,64,Deportes Tolima,LB,49,63,59,48,51,49,62,63,51,59,48,52,48,51,61,49,62,63,51,59,48,52,48,51,61,48
Choe Jae Hyeon,23,Korea Republic,64,72,Jeonnam Dragons,RM,63,61,61,64,61,63,64,61,61,61,64,64,63,64,64,63,64,61,61,61,64,64,63,64,64,63
H. Khaloua,22,Morocco,64,69,UD Almería,CF,58,35,36,61,48,58,36,35,48,36,61,55,63,59,38,58,36,35,48,36,61,55,63,59,38,63
H. Kamara,23,France,64,73,Stade de Reims,LM,62,43,50,62,58,62,51,43,58,50,62,63,59,63,53,62,51,43,58,50,62,63,59,63,53,59
G. Cotugno,22,Uruguay,64,74,Real Oviedo,CB,55,60,58,55,54,55,63,60,54,58,55,60,52,58,63,55,63,60,54,58,55,60,52,58,63,52
K. Soni,19,Cameroon,64,81,Girona CF,LM,63,50,51,63,57,63,52,50,57,51,63,63,62,64,53,63,52,50,57,51,63,63,62,64,53,62
Adrián Gómez,23,Spain,64,73,Albacete Balompié,CDM,55,63,62,53,57,55,62,63,57,62,53,55,52,53,62,55,62,63,57,62,53,55,52,53,62,52
N. Ishikawa,31,Japan,64,64,Hokkaido Consadole Sapporo,CB,45,63,57,45,47,45,63,63,47,57,45,50,43,48,62,45,63,63,47,57,45,50,43,48,62,43
M. Bakenga,24,Norway,64,67,Tromsø IL,ST,61,42,46,63,55,61,48,42,55,46,63,63,65,64,50,61,48,42,55,46,63,63,65,64,50,65
J. Imbert,27,Argentina,64,64,Chacarita Juniors,CF,64,56,58,64,62,64,58,56,62,58,64,64,62,64,59,64,58,56,62,58,64,64,62,64,59,62
K. Oiwa,27,Japan,64,64,Vegalta Sendai,LB,46,62,57,45,47,46,63,62,47,57,45,51,43,49,63,46,63,62,47,57,45,51,43,49,63,43
K. Kawata,29,Japan,64,64,Ventforet Kofu,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
A. Reca,22,Poland,64,70,Wisła Płock,RM,62,48,51,62,58,62,50,48,58,51,62,63,59,62,52,62,50,48,58,51,62,63,59,62,52,59
B. Morrison,24,Ghana,64,69,Orlando Pirates,RM,61,33,40,63,54,61,43,33,54,40,63,63,60,64,47,61,43,33,54,40,63,63,60,64,47,60
B. Rosinger,27,Germany,64,64,Sportfreunde Lotte,ST,55,35,35,59,46,55,41,35,46,35,59,58,63,60,44,55,41,35,46,35,59,58,63,60,44,63
Tavares,18,Portugal,64,75,CD Feirense,CAM,63,48,56,63,63,63,54,48,63,56,63,63,60,62,56,63,54,48,63,56,63,63,60,62,56,60
Molo,32,Spain,64,64,Lorca Deportiva CF,CB,48,63,60,47,52,48,58,63,52,60,47,49,47,47,56,48,58,63,52,60,47,49,47,47,56,47
J. Taylor,25,Wales,64,68,Exeter City,RM,64,56,60,63,63,64,60,56,63,60,63,65,61,64,61,64,60,56,63,60,63,65,61,64,61,61
L. Marengo,25,Netherlands,64,65,SK Brann,LW,61,35,42,60,54,61,45,35,54,42,60,64,55,64,49,61,45,35,54,42,60,64,55,64,49,55
L. Memela,29,South Africa,64,64,Orlando Pirates,ST,64,48,54,64,61,64,52,48,61,54,64,64,61,64,55,64,52,48,61,54,64,64,61,64,55,61
M. Pedersen,35,Norway,64,64,Tromsø IL,LW,65,53,57,64,63,65,52,53,63,57,64,62,63,64,54,65,52,53,63,57,64,62,63,64,54,63
R. Bennett,25,England,64,68,Mansfield Town,RB,53,63,61,52,55,53,62,63,55,61,52,57,52,54,62,53,62,63,55,61,52,57,52,54,62,52
E. Correa,24,Colombia,64,69,Deportes Tolima,RW,54,42,39,58,45,54,39,42,45,39,58,53,63,56,40,54,39,42,45,39,58,53,63,56,40,63
M. Somma,22,Italy,64,70,Brescia,CB,38,63,55,38,42,38,58,63,42,55,38,41,40,38,55,38,58,63,42,55,38,41,40,38,55,40
S. Steblecki,25,Poland,64,67,Cracovia,LM,63,55,55,63,59,63,54,55,59,55,63,61,63,63,54,63,54,55,59,55,63,61,63,63,54,63
F. Strauss,22,Austria,64,71,FC Admira Wacker Mödling,CB,35,63,53,36,40,35,54,63,40,53,36,37,40,35,50,35,54,63,40,53,36,37,40,35,50,40
R. Steer,35,Colombia,64,64,Jaguares Fútbol Club,ST,58,42,43,60,53,58,42,42,53,43,60,58,63,59,44,58,42,42,53,43,60,58,63,59,44,63
Tocantins,21,Brazil,64,72,Estoril Praia,RW,63,37,44,64,57,63,44,37,57,44,64,63,63,64,47,63,44,37,57,44,64,63,63,64,47,63
B. Hines-Ike,22,United States,64,71,Örebro SK,CB,52,63,60,52,54,52,60,63,54,60,52,53,52,52,59,52,60,63,54,60,52,53,52,52,59,52
M. Tootle,26,England,64,67,Notts County,RM,54,63,60,53,54,54,63,63,54,60,53,58,52,56,63,54,63,63,54,60,53,58,52,56,63,52
F. Onyedinma,20,England,64,77,Millwall,ST,62,51,54,62,59,62,54,51,59,54,62,63,62,63,55,62,54,51,59,54,62,63,62,63,55,62
Kim Min Tae,23,Korea Republic,64,71,Hokkaido Consadole Sapporo,CM,56,62,63,52,59,56,61,62,59,63,52,56,49,53,60,56,61,62,59,63,52,56,49,53,60,49
A. Forde,23,Republic of Ireland,64,68,Rotherham United,LM,62,40,47,61,58,62,48,40,58,47,61,63,59,63,51,62,48,40,58,47,61,63,59,63,51,59
N. Neidhart,22,Germany,64,72,Sportfreunde Lotte,RB,55,59,59,54,55,55,63,59,55,59,54,58,52,57,63,55,63,59,55,59,54,58,52,57,63,52
C. Rentería,21,Colombia,64,74,Deportes Tolima,CM,51,63,63,50,56,51,60,63,56,63,50,51,49,48,59,51,60,63,56,63,50,51,49,48,59,49
G. Di Lorenzo,23,Italy,64,68,Empoli,CB,42,63,57,41,45,42,63,63,45,57,41,47,42,45,61,42,63,63,45,57,41,47,42,45,61,42
Kang Sang Woo,23,Korea Republic,64,70,Pohang Steelers,LM,62,56,58,64,59,62,63,56,59,58,64,64,62,65,63,62,63,56,59,58,64,64,62,65,63,62
Gaspar,19,Spain,64,72,UD Almería,RM,62,38,48,61,59,62,47,38,59,48,61,63,56,63,50,62,47,38,59,48,61,63,56,63,50,56
L. Walker,29,Gibraltar,64,64,Notts County,CM,65,45,54,64,63,65,53,45,63,54,64,66,60,65,56,65,53,45,63,54,64,66,60,65,56,60
A. Palazzi,21,Italy,64,73,Pescara,CM,60,61,63,59,62,60,61,61,62,63,59,61,57,59,62,60,61,61,62,63,59,61,57,59,62,57
Kim Dong Min,22,Korea Republic,64,72,Incheon United FC,LM,54,60,58,54,54,54,63,60,54,58,54,57,49,56,63,54,63,60,54,58,54,57,49,56,63,49
Y. Belaïli,25,Algeria,64,67,Angers SCO,LW,61,28,35,62,51,61,37,28,51,35,62,61,58,64,41,61,37,28,51,35,62,61,58,64,41,58
O. Hansen,30,Norway,64,64,Sarpsborg 08 FF,CB,44,63,58,44,49,44,57,63,49,58,44,45,47,43,55,44,57,63,49,58,44,45,47,43,55,47
D. Redmond,26,England,64,65,Hamilton Academical FC,CM,62,54,56,62,59,62,56,54,59,56,62,63,61,64,58,62,56,54,59,56,62,63,61,64,58,61
J. Straus,23,Poland,64,69,Sandecja Nowy Sącz,LB,56,60,60,55,57,56,63,60,57,60,55,60,52,58,64,56,63,60,57,60,55,60,52,58,64,52
Luís Ribeiro,25,Portugal,64,68,Estoril Praia,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
J. Wildsmith,21,England,64,78,Sheffield Wednesday,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
J. Núñez,31,Colombia,64,64,Deportivo Pasto,ST,62,47,49,63,57,62,52,47,57,49,63,63,63,64,53,62,52,47,57,49,63,63,63,64,53,63
A. Sorge,24,Germany,64,70,FSV Zwickau,CB,40,63,56,40,44,40,57,63,44,56,40,41,43,39,54,40,57,63,44,56,40,41,43,39,54,43
G. Chakvetadze,17,Georgia,64,82,KAA Gent,CAM,63,40,49,61,60,63,48,40,60,49,61,63,56,62,51,63,48,40,60,49,61,63,56,62,51,56
J. Haugaard,25,Denmark,64,70,Stoke City,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
F. Nicastro,25,Italy,64,67,Foggia,ST,62,41,47,63,58,62,46,41,58,47,63,64,62,64,49,62,46,41,58,47,63,64,62,64,49,62
S. O'Donnell,31,Republic of Ireland,64,64,Dundalk,CDM,63,60,62,61,63,63,59,60,63,62,61,61,60,61,59,63,59,60,63,62,61,61,60,61,59,60
S. Ameobi,35,Nigeria,64,64,Notts County,ST,60,48,47,62,56,60,45,48,56,47,62,57,63,58,46,60,45,48,56,47,62,57,63,58,46,63
M. Murillo,21,Panama,64,69,New York Red Bulls,CDM,54,64,60,55,55,54,63,64,55,60,55,57,54,56,63,54,63,64,55,60,55,57,54,56,63,54
M. Ziemer,31,Germany,64,64,Hansa Rostock,ST,57,52,47,60,51,57,48,52,51,47,60,56,63,58,48,57,48,52,51,47,60,56,63,58,48,63
A. Sarcevic,25,England,64,67,Plymouth Argyle,CAM,65,53,57,63,63,65,57,53,63,57,63,64,60,64,58,65,57,53,63,57,63,64,60,64,58,60
F. Ardizzone,25,Italy,64,68,Virtus Entella,CDM,62,57,61,61,63,62,61,57,63,61,61,63,58,62,62,62,61,57,63,61,61,63,58,62,62,58
I. Vassell,23,England,64,71,Birmingham City,ST,60,43,46,63,54,60,47,43,54,46,63,62,63,63,50,60,47,43,54,46,63,62,63,63,50,63
D. Adorni,24,Italy,64,68,Cittadella,CB,41,63,55,42,44,41,59,63,44,55,42,42,43,41,55,41,59,63,44,55,42,42,43,41,55,43
T. Lehne Olsen,26,Norway,64,67,Tromsø IL,LW,61,40,43,62,55,61,43,40,55,43,62,60,63,61,44,61,43,40,55,43,62,60,63,61,44,63
S. Hammell,35,Scotland,64,64,Motherwell,LB,55,63,64,53,59,55,63,63,59,64,53,57,50,55,63,55,63,63,59,64,53,57,50,55,63,50
N. Kato,32,Japan,64,64,Omiya Ardija,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
S. Morishita,31,Japan,64,64,Júbilo Iwata,CB,43,63,56,43,46,43,61,63,46,56,43,47,43,44,59,43,61,63,46,56,43,47,43,44,59,43
L. Broxham,29,Australia,64,64,Melbourne Victory,CM,56,67,66,56,60,56,63,67,60,66,56,57,57,55,63,56,63,67,60,66,56,57,57,55,63,57
N. Canavan,26,Republic of Ireland,64,68,Rochdale,CB,34,63,53,34,39,34,55,63,39,53,34,35,37,33,50,34,55,63,39,53,34,35,37,33,50,37
M. Ødegaard,24,Norway,64,72,Tromsø IL,CB,46,63,59,45,49,46,61,63,49,59,45,50,45,47,60,46,61,63,49,59,45,50,45,47,60,45
A. Escoto,24,Mexico,64,69,Lobos de la BUAP,ST,63,42,48,64,59,63,48,42,59,48,64,64,63,65,51,63,48,42,59,48,64,64,63,65,51,63
T. Tomiyama,26,Japan,64,65,Albirex Niigata,ST,57,36,36,61,49,57,40,36,49,36,61,59,63,60,42,57,40,36,49,36,61,59,63,60,42,63
Luís Leal,30,São Tomé & Príncipe,64,64,Newell's Old Boys,ST,59,40,42,61,52,59,44,40,52,42,61,58,63,60,45,59,44,40,52,42,61,58,63,60,45,63
Miranda,17,Spain,64,79,FC Barcelona B,CB,52,62,59,52,53,52,63,62,53,59,52,55,50,53,62,52,63,62,53,59,52,55,50,53,62,50
C. Bieber,27,Germany,64,64,Rot-Weiß Erfurt,ST,56,40,40,59,50,56,36,40,50,40,59,53,63,54,37,56,36,40,50,40,59,53,63,54,37,63
T. Thiele,25,Germany,64,66,FC Carl Zeiss Jena,ST,57,36,39,60,51,57,41,36,51,39,60,58,63,60,44,57,41,36,51,39,60,58,63,60,44,63
O. Rindarøy,22,Norway,64,67,Sogndal,LB,54,59,58,54,54,54,63,59,54,58,54,58,52,57,63,54,63,59,54,58,54,58,52,57,63,52
E. Mabouka,29,Cameroon,64,64,,CB,52,63,59,51,52,52,63,63,52,59,51,54,47,52,62,52,63,63,52,59,51,54,47,52,62,47
E. Orrantía,26,Mexico,64,66,Club América,RM,64,56,60,64,63,64,63,56,63,60,64,68,60,67,65,64,63,56,63,60,64,68,60,67,65,60
M. Boyle,24,Scotland,64,65,Hibernian,ST,62,34,39,64,53,62,41,34,53,39,64,62,63,63,43,62,41,34,53,39,64,62,63,63,43,63
E. Velasco,25,Colombia,64,69,Atletico Nacional Medellin,LB,47,63,58,45,49,47,63,63,49,58,45,50,44,48,61,47,63,63,49,58,45,50,44,48,61,44
G. Zampano,23,Italy,64,70,F.B.C. Unione Venezia,RM,59,60,61,58,60,59,63,60,60,61,58,61,57,60,63,59,63,60,60,61,58,61,57,60,63,57
R. Poole,19,Wales,64,79,Northampton Town,CDM,51,63,61,48,55,51,59,63,55,61,48,52,46,49,58,51,59,63,55,61,48,52,46,49,58,46
M. Konyk,19,Argentina,64,77,Sevilla Atlético,CB,42,63,57,41,46,42,59,63,46,57,41,43,42,40,56,42,59,63,46,57,41,43,42,40,56,42
T. Berni,34,Italy,64,64,Inter,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
R. Kouamé,20,Mali,64,75,LOSC Lille,LM,59,61,61,59,60,59,63,61,60,61,59,62,56,60,63,59,63,61,60,61,59,62,56,60,63,56
F. Torgnascioli,26,Uruguay,64,68,Lorca Deportiva CF,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
J. Sylvestr,28,Slovakia,64,64,Aalborg BK,ST,58,36,39,61,50,58,41,36,50,39,61,59,63,61,43,58,41,36,50,39,61,59,63,61,43,63
O. Schnitzler,21,Germany,64,73,Hallescher FC,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
P. Da Silva,22,Denmark,64,69,FC Nordsjælland,LWB,54,62,60,53,54,54,63,62,54,60,53,59,50,57,63,54,63,62,54,60,53,59,50,57,63,50
Claudio Mouria,25,Brazil,64,64,Coritiba Foot Ball Club,CAM,63,44,48,65,59,63,50,44,59,48,65,64,65,65,53,63,50,44,59,48,65,64,65,65,53,65
I. Pettersson,20,Sweden,64,74,Halmstads BK,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
A. Gero,23,Nigeria,64,69,Östersunds FK,ST,58,41,43,60,53,58,39,41,53,43,60,57,63,57,41,58,39,41,53,43,60,57,63,57,41,63
M. Lund Nielsen,29,Denmark,64,64,Sarpsborg 08 FF,RM,61,60,63,61,63,61,63,60,63,63,61,62,62,61,64,61,63,60,63,63,61,62,62,61,64,62
M. Clayton,22,England,64,71,Blackpool,LM,63,37,43,64,56,63,47,37,56,43,64,65,63,66,50,63,47,37,56,43,64,65,63,66,50,63
D. Mikanović,23,Croatia,64,70,Aarhus GF,RB,56,59,59,56,55,56,63,59,55,59,56,61,53,60,64,56,63,59,55,59,56,61,53,60,64,53
R. López,30,United States,64,64,Deportivo Toluca,CF,66,44,53,64,63,66,50,44,63,53,64,64,61,64,53,66,50,44,63,53,64,64,61,64,53,61
E. Grendel,28,Slovakia,64,64,Górnik Zabrze,CM,63,63,63,62,62,63,62,63,62,63,62,62,60,62,62,63,62,63,62,63,62,62,60,62,62,60
B. Wilson,34,England,64,64,Oldham Athletic,RB,59,63,63,58,60,59,63,63,60,63,58,61,57,59,64,59,63,63,60,63,58,61,57,59,64,57
F. Milo,25,Argentina,64,68,Arsenal de Sarandí,LM,51,62,59,51,53,51,63,62,53,59,51,57,50,54,63,51,63,62,53,59,51,57,50,54,63,50
A. Krešić,21,Italy,64,74,Avellino,CDM,39,63,53,41,41,39,57,63,41,53,41,41,46,40,53,39,57,63,41,53,41,41,46,40,53,46
L. Šimić,20,Croatia,64,73,Empoli,CB,38,63,54,40,42,38,57,63,42,54,40,41,43,39,54,38,57,63,42,54,40,41,43,39,54,43
A. Babacan,19,Turkey,64,76,Akhisar Belediyespor,CB,52,64,58,52,51,52,63,64,51,58,52,55,52,55,61,52,63,64,51,58,52,55,52,55,61,52
M. Trapp,25,Germany,64,67,Chemnitzer FC,CB,45,63,58,45,49,45,58,63,49,58,45,47,48,45,57,45,58,63,49,58,45,47,48,45,57,48
E. Ataseven,24,Turkey,64,69,Akhisar Belediyespor,CM,59,62,63,58,62,59,62,62,62,63,58,59,57,57,62,59,62,62,62,63,58,59,57,57,62,57
Y. Angulo,30,Colombia,64,64,Independiente Medellín,CDM,59,65,65,58,63,59,61,65,63,65,58,59,57,57,61,59,61,65,63,65,58,59,57,57,61,57
Pak Kwang Ryong,24,Korea DPR,64,67,SKN St. Pölten,ST,60,53,54,62,59,60,54,53,59,54,62,61,63,60,55,60,54,53,59,54,62,61,63,60,55,63
J. Nolan,25,England,64,67,Shrewsbury,CDM,63,57,61,61,63,63,61,57,63,61,61,63,57,62,62,63,61,57,63,61,61,63,57,62,62,57
I. Rivero,25,Uruguay,64,68,Defensa y Justicia,CM,59,61,63,59,62,59,62,61,62,63,59,61,57,58,63,59,62,61,62,63,59,61,57,58,63,57
Y. Tanaka,31,Japan,64,64,Ventforet Kofu,CF,63,51,56,62,61,63,54,51,61,56,62,63,61,63,57,63,54,51,61,56,62,63,61,63,57,61
Víctor Díaz,26,Spain,64,67,C.D. Leonesa S.A.D.,LM,52,61,58,52,52,52,63,61,52,58,52,56,51,55,62,52,63,61,52,58,52,56,51,55,62,51
M. Álvarez,25,Germany,64,67,VfL Osnabrück,CAM,62,40,43,64,55,62,42,40,55,43,64,61,64,63,45,62,42,40,55,43,64,61,64,63,45,64
L. Rose,20,Australia,64,76,Central Coast Mariners,CB,60,60,63,58,61,60,62,60,61,63,58,61,55,59,63,60,62,60,61,63,58,61,55,59,63,55
A. Fukuta,25,Japan,64,65,Sagan Tosu,CM,63,59,62,62,63,63,62,59,63,62,62,64,58,63,63,63,62,59,63,62,62,64,58,63,63,58
P. Kristensen,30,Denmark,64,64,Aalborg BK,LB,64,61,63,64,64,64,63,61,64,63,64,64,63,64,64,64,63,61,64,63,64,64,63,64,64,63
R. Lopes,25,Republic of Ireland,64,68,Shamrock Rovers,CDM,48,63,60,46,53,48,57,63,53,60,46,50,46,46,56,48,57,63,53,60,46,50,46,46,56,46
P. Tuszyński,27,Poland,64,65,Zagłębie Lubin,ST,62,46,50,63,58,62,51,46,58,50,63,62,63,63,53,62,51,46,58,50,63,62,63,63,53,63
L. Mancinelli,27,Argentina,64,64,Bahía Blanca,RB,63,64,64,62,64,63,64,64,64,64,62,63,62,63,64,63,64,64,64,64,62,63,62,63,64,62
B. Thompson,21,England,64,75,Millwall,CM,61,63,64,60,63,61,63,63,63,64,60,61,58,60,63,61,63,63,63,64,60,61,58,60,63,58
D. Agyei,20,England,64,78,Walsall,ST,58,42,43,61,52,58,44,42,52,43,61,58,63,60,45,58,44,42,52,43,61,58,63,60,45,63
B. Stevenson,20,England,64,79,Coventry City,CDM,63,55,60,62,63,63,61,55,63,60,62,64,59,63,62,63,61,55,63,60,62,64,59,63,62,59
Z. Youssouf,17,France,64,79,Girondins de Bordeaux,CM,61,61,64,60,63,61,62,61,63,64,60,62,58,60,62,61,62,61,63,64,60,62,58,60,62,58
N. Fofana,27,France,64,66,La Berrichonne de Châteauroux,CB,44,63,58,44,49,44,60,63,49,58,44,49,43,45,59,44,60,63,49,58,44,49,43,45,59,43
A. Al Dawsari,28,Saudi Arabia,64,64,Al Hilal,CM,63,44,52,62,60,63,50,44,60,52,62,63,58,63,53,63,50,44,60,52,62,63,58,63,53,58
A. Wilbraham,37,England,64,64,Bolton Wanderers,ST,58,45,45,60,54,58,38,45,54,45,60,54,63,56,40,58,38,45,54,45,60,54,63,56,40,63
R. Mmaee,20,Morocco,64,74,Waasland-Beveren,ST,63,42,44,64,55,63,44,42,55,44,64,62,63,64,46,63,44,42,55,44,64,62,63,64,46,63
S. Inagaki,25,Japan,64,68,Sanfrecce Hiroshima,CF,64,54,58,64,63,64,58,54,63,58,64,65,63,65,59,64,58,54,63,58,64,65,63,65,59,63
C. Morra,22,Italy,64,72,Vercelli,ST,57,36,37,61,48,57,38,36,48,37,61,55,63,58,40,57,38,36,48,37,61,55,63,58,40,63
A. Seydel,21,Germany,64,76,Holstein Kiel,ST,57,43,42,61,52,57,41,43,52,42,61,56,63,58,43,57,41,43,52,42,61,56,63,58,43,63
J. Bowery,25,England,64,66,Crewe Alexandra,ST,58,41,43,61,52,58,46,41,52,43,61,60,63,62,48,58,46,41,52,43,61,60,63,62,48,63
T. Eriksson,32,Sweden,64,64,Kalmar FF,RM,63,54,59,61,64,63,57,54,64,59,61,63,59,62,59,63,57,54,64,59,61,63,59,62,59,59
J. Young,31,England,64,64,Brisbane Roar,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
Ricardo Moura,28,Portugal,64,64,Tondela,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
A. Pierre,24,Grenada,64,73,Northampton Town,CB,36,63,54,36,40,36,57,63,40,54,36,40,40,36,53,36,57,63,40,54,36,40,40,36,53,40
B. Roche,35,Republic of Ireland,64,64,Morecambe,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
D. Koukou,26,Benin,64,66,RC Lens,CM,54,66,63,53,57,54,63,66,57,63,53,55,55,53,62,54,63,66,57,63,53,55,55,53,62,55
R. Sánchez,23,Mexico,64,73,Chicago Fire Soccer Club,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
J. McPake,33,Northern Ireland,64,64,Dundee FC,CB,50,63,58,48,52,50,52,63,52,58,48,47,50,47,49,50,52,63,52,58,48,47,50,47,49,50
B. Tekpetey,19,Ghana,64,80,SCR Altach,LW,62,41,46,63,55,62,48,41,55,46,63,63,62,64,50,62,48,41,55,46,63,63,62,64,50,62
G. Woods,27,England,64,68,Hamilton Academical FC,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
